Case_ID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
36661,20,14,6,1,1,0.05,0.05,0.3,0.7,5,3,0.25,0.15,2,0,0,0,10,0,0,13,7,10,136,5
36662,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,16,16
36663,2,1,1,1,0,0.5,0.0,0.5,0.5,1,0,0.5,0.0,1,1,0,0,1,0,0,2,0,0,42,6
36664,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,1,1,0,0,0,0,0,2,0,1,36,17
36665,3,3,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.333,0,3,0,0,0,0,0,3,0,0,86,29
36666,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,19,9
36667,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,77,77
36668,13,10,3,1,0,0.077,0.0,0.231,0.769,1,0,0.077,0.0,0,0,0,1,12,0,0,12,1,0,47,5
36669,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,1,0,0,3,0,0,0,0,3,0,25,2
36670,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,1,0,0,2,0,0,0,0,3,1,12,4
36671,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,72,72
36672,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,3,3
36673,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15
36674,4,3,1,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,0,4,0,0,0,0,0,4,0,0,109,18
36675,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,1,0,0,0,0,2,0,50,16
36676,5,5,0,0,3,0.0,0.6,0.0,1.0,0,4,0.0,0.8,0,1,0,4,0,0,0,1,4,0,110,14
36677,2,1,1,0,1,0.0,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,1,0,0,0,0,2,1,9,8
36678,8,6,2,0,0,0.0,0.0,0.25,0.75,0,0,0.0,0.0,0,1,0,6,0,0,0,1,7,1,72,20
36679,6,3,3,1,0,0.167,0.0,0.5,0.5,2,0,0.333,0.0,0,3,1,1,0,0,1,3,3,0,128,4
36680,3,1,2,1,1,0.333,0.333,0.667,0.333,2,1,0.667,0.333,0,1,0,0,0,0,0,3,0,2,14,5
36681,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
36682,7,4,3,0,0,0.0,0.0,0.429,0.571,0,0,0.0,0.0,1,1,0,3,0,0,0,2,5,3,155,22
36683,5,3,2,0,0,0.0,0.0,0.4,0.6,2,1,0.4,0.2,0,1,0,0,4,0,0,5,0,0,37,8
36684,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,2,0,0,0,0,0,2,1,1,92,33
36685,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,100,34
36686,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,1,0,0,0,0,0,0,3,1,4,102,16
36687,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,8,8
36688,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,3,3
36689,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,1,1,0,0,0,0,0,1,1,1,47,19
36690,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,1,2,2,55,15
36691,20,16,4,0,0,0.0,0.0,0.2,0.8,0,0,0.0,0.0,0,0,0,1,0,1,16,3,17,2,153,27
36692,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,123,36
36693,4,2,2,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.25,2,0,0,1,1,0,0,1,3,2,53,16
36694,7,1,6,0,0,0.0,0.0,0.857,0.143,2,0,0.286,0.0,1,0,0,3,0,1,1,2,5,2,131,10
36695,4,2,2,1,0,0.25,0.0,0.5,0.5,2,0,0.5,0.0,1,0,0,0,3,0,0,4,0,1,136,6
36696,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,24,24
36697,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,5,5
36698,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,1,0,0,2,0,0,27,6
36699,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
36700,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1.0,0.25,3,0,0,2,0,0,1,0,4,1,9,1
36701,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,2,0,0,0,1,2,0,8,2
36702,10,9,1,0,0,0.0,0.0,0.1,0.9,0,0,0.0,0.0,0,0,0,1,9,0,0,9,1,0,56,26
36703,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,11,11
36704,6,3,3,3,3,0.5,0.5,0.5,0.5,3,3,0.5,0.5,1,0,2,3,0,0,1,0,6,0,17,3
36705,4,0,4,1,0,0.25,0.0,1.0,0.0,4,0,1.0,0.0,0,0,3,1,0,0,0,0,4,0,9,5
36706,3,2,1,0,1,0.0,0.333,0.333,0.667,2,2,0.667,0.667,0,0,0,2,0,0,1,0,3,0,15,6
36707,5,1,4,4,0,0.8,0.0,0.8,0.2,4,1,0.8,0.2,3,0,0,2,0,0,1,0,5,2,21,3
36708,9,0,9,2,0,0.222,0.0,1.0,0.0,7,0,0.778,0.0,5,2,1,3,0,0,0,2,7,3,32,3
36709,31,20,11,3,1,0.097,0.032,0.355,0.645,7,5,0.226,0.161,0,2,0,1,27,1,0,30,1,0,175,2
36710,11,10,1,0,2,0.0,0.182,0.091,0.909,1,2,0.091,0.182,0,2,0,1,6,0,2,8,3,0,154,8
36711,15,11,4,0,2,0.0,0.133,0.267,0.733,2,2,0.133,0.133,0,1,0,2,0,0,5,7,8,7,116,10
36712,6,6,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,6,0,0,6,0,0,37,20
36713,5,1,4,1,0,0.2,0.0,0.8,0.2,4,0,0.8,0.0,0,1,0,4,0,0,0,1,4,0,22,5
36714,11,8,3,1,0,0.091,0.0,0.273,0.727,2,0,0.182,0.0,1,0,1,0,8,0,1,8,3,1,35,4
36715,5,3,2,1,1,0.2,0.2,0.4,0.6,1,1,0.2,0.2,1,0,0,0,2,0,0,5,0,3,25,3
36716,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,15,7
36717,2,1,1,0,0,0.0,0.0,0.5,0.5,1,1,0.5,0.5,0,2,0,0,0,0,0,2,0,0,34,12
36718,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,92,92
36719,10,4,6,5,2,0.5,0.2,0.6,0.4,7,2,0.7,0.2,1,0,0,7,0,0,2,0,10,1,41,3
36720,7,2,5,4,0,0.571,0.0,0.714,0.286,4,0,0.571,0.0,3,2,0,4,0,1,0,3,4,0,162,1
36721,2,2,0,0,1,0.0,0.5,0.0,1.0,2,2,1.0,1.0,0,0,0,0,0,0,0,0,2,2,11,7
36722,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,0,0,0,0,0,0,1,3,4,176,12
36723,10,7,3,1,0,0.1,0.0,0.3,0.7,1,1,0.1,0.1,2,2,0,1,1,0,0,6,4,6,152,2
36724,7,2,5,1,1,0.143,0.143,0.714,0.286,3,1,0.429,0.143,1,1,0,3,0,0,0,1,6,3,47,5
36725,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,64,19
36726,8,4,4,4,4,0.5,0.5,0.5,0.5,5,4,0.625,0.5,2,0,0,0,6,0,1,7,1,1,15,2
36727,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26,26
36728,5,2,3,2,1,0.4,0.2,0.6,0.4,3,2,0.6,0.4,1,0,0,4,0,0,0,0,5,1,19,5
36729,19,9,10,0,0,0.0,0.0,0.526,0.474,0,0,0.0,0.0,0,0,0,12,5,1,0,7,12,1,120,52
36730,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,33,33
36731,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,99,99
36732,11,6,5,1,4,0.091,0.364,0.455,0.545,4,4,0.364,0.364,1,0,0,8,0,0,1,0,11,2,98,5
36733,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,129,129
36734,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,12,12
36735,7,2,5,5,0,0.714,0.0,0.714,0.286,5,0,0.714,0.0,1,0,0,3,2,0,0,2,5,2,57,3
36736,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
36737,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,10,10
36738,7,5,2,2,0,0.286,0.0,0.286,0.714,2,1,0.286,0.143,1,1,0,4,2,0,0,3,4,0,49,5
36739,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,38,38
36740,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,80,17
36741,10,7,3,1,0,0.1,0.0,0.3,0.7,1,1,0.1,0.1,1,2,1,4,3,0,0,5,5,0,48,4
36742,4,4,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,3,0,0,4,0,1,132,58
36743,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,2,0,0,2,0,0,38,25
36744,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,121,87
36745,6,6,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,6,0,0,6,0,0,57,17
36746,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,54,54
36747,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,96,36
36748,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,1,0,0,0,1,0,3,1,68,12
36749,4,3,1,0,1,0.0,0.25,0.25,0.75,0,1,0.0,0.25,0,3,0,0,0,0,1,3,1,0,63,28
36750,4,4,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.25,0,0,0,0,1,0,0,4,0,3,55,18
36751,5,0,5,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,5,0,5,31,13
36752,4,2,2,0,0,0.0,0.0,0.5,0.5,1,0,0.25,0.0,1,0,1,0,1,0,0,2,2,2,91,8
36753,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,10,10
36754,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,35,3
36755,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,41,41
36756,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,1,0,3,0,2,73,26
36757,9,6,3,0,0,0.0,0.0,0.333,0.667,3,1,0.333,0.111,0,1,0,8,0,0,0,1,8,0,33,7
36758,5,4,1,0,1,0.0,0.2,0.2,0.8,0,1,0.0,0.2,1,1,0,0,0,0,0,5,0,4,46,14
36759,7,7,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.286,0,0,0,0,7,0,0,7,0,0,43,13
36760,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,1,1,0,0,0,0,1,1,0,9,8
36761,2,1,1,0,1,0.0,0.5,0.5,0.5,0,1,0.0,0.5,0,2,0,0,0,0,0,2,0,0,59,26
36762,7,6,1,0,0,0.0,0.0,0.143,0.857,5,6,0.714,0.857,1,0,0,0,0,0,4,3,4,3,13,9
36763,6,6,0,1,1,0.167,0.167,0.0,1.0,1,1,0.167,0.167,0,0,0,0,4,0,1,5,1,1,54,4
36764,3,2,1,0,0,0.0,0.0,0.333,0.667,1,0,0.333,0.0,1,0,0,0,3,0,0,3,0,0,27,10
36765,4,3,1,0,0,0.0,0.0,0.25,0.75,1,0,0.25,0.0,0,0,0,3,0,0,1,0,4,0,46,7
36766,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,7,7
36767,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,1,0,2,0,0,15,12
36768,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,14,14
36769,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,58,42
36770,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,0,1,0,1,1,1,0,13,10
36771,6,3,3,0,0,0.0,0.0,0.5,0.5,3,0,0.5,0.0,1,2,0,2,1,0,0,3,3,1,50,8
36772,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0,3,1,3,72,22
36773,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,106,29
36774,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,0,0,2,1,7,7
36775,10,5,5,1,1,0.1,0.1,0.5,0.5,1,1,0.1,0.1,2,2,0,3,0,2,1,6,4,2,138,4
36776,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,30,30
36777,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,2,2
36778,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,8,8
36779,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,2,0,1,0,0,0,2,1,0,26,9
36780,4,0,4,0,0,0.0,0.0,1.0,0.0,4,0,1.0,0.0,2,0,0,1,0,1,1,1,3,1,9,6
36781,14,11,3,2,4,0.143,0.286,0.214,0.786,4,4,0.286,0.286,1,0,0,0,5,0,9,5,9,0,81,4
36782,5,4,1,1,3,0.2,0.6,0.2,0.8,3,3,0.6,0.6,0,1,0,4,0,0,0,1,4,0,22,5
36783,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,8,8
36784,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,12,12
36785,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,1,0,0,0,1,1,0,13,1
36786,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,14,14
36787,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,39,5
36788,7,5,2,1,1,0.143,0.143,0.286,0.714,3,2,0.429,0.286,2,0,0,1,5,0,0,5,2,1,44,4
36789,9,6,3,2,1,0.222,0.111,0.333,0.667,3,3,0.333,0.333,0,1,0,0,0,0,0,9,0,8,34,3
36790,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,0,1,0,0,0,1,0,2,0,32,11
36791,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,13,13
36792,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,59,59
36793,4,2,2,2,2,0.5,0.5,0.5,0.5,2,2,0.5,0.5,2,0,0,0,0,0,3,0,4,1,40,3
36794,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,25,25
36795,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,1,0,0,2,0,0,32,11
36796,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,1,2,0,0,0,0,0,2,0,0,30,5
36797,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,64,64
36798,7,4,3,1,0,0.143,0.0,0.429,0.571,3,0,0.429,0.0,2,0,0,1,2,0,0,4,3,4,58,6
36799,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,0,1,0,2,0,0,0,1,2,0,10,5
36800,3,1,2,0,0,0.0,0.0,0.667,0.333,2,1,0.667,0.333,1,0,0,0,2,0,0,3,0,1,14,8
36801,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,12,12
36802,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,6,6
36803,12,0,12,7,0,0.583,0.0,1.0,0.0,10,0,0.833,0.0,3,2,1,9,0,0,0,2,10,0,14,2
36804,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,1,0,0,0,0,0,1,0,0,7,7
36805,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,1,0,0,0,1,1,0,56,9
36806,3,3,0,0,1,0.0,0.333,0.0,1.0,0,1,0.0,0.333,0,0,0,3,0,0,0,0,3,0,50,14
36807,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,25,14
36808,3,1,2,1,1,0.333,0.333,0.667,0.333,2,1,0.667,0.333,0,2,1,0,0,0,0,2,1,0,14,6
36809,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,8,8
36810,9,7,2,0,1,0.0,0.111,0.222,0.778,1,2,0.111,0.222,1,1,0,3,4,0,1,5,4,0,59,12
36811,6,3,3,1,0,0.167,0.0,0.5,0.5,2,1,0.333,0.167,0,2,0,0,0,0,0,5,1,4,107,5
36812,7,7,0,0,1,0.0,0.143,0.0,1.0,1,1,0.143,0.143,0,0,0,0,7,0,0,7,0,0,79,7
36813,8,3,5,2,0,0.25,0.0,0.625,0.375,3,1,0.375,0.125,4,0,0,0,1,0,0,8,0,7,54,5
36814,3,1,2,1,1,0.333,0.333,0.667,0.333,2,1,0.667,0.333,0,0,0,2,0,0,0,0,3,1,31,5
36815,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,0,1,0,1,0,0,1,1,2,0,26,5
36816,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,0,0,0,1,0,0,0,0,2,1,11,6
36817,9,3,6,0,0,0.0,0.0,0.667,0.333,2,0,0.222,0.0,0,5,0,2,0,0,1,6,3,1,165,6
36818,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,0,0
36819,6,4,2,2,2,0.333,0.333,0.333,0.667,2,2,0.333,0.333,1,0,0,2,0,0,0,2,4,4,54,3
36820,6,3,3,0,0,0.0,0.0,0.5,0.5,1,0,0.167,0.0,0,0,0,0,4,0,0,5,1,2,58,8
36821,22,20,2,0,0,0.0,0.0,0.091,0.909,0,0,0.0,0.0,0,0,0,1,20,0,0,20,2,1,45,16
36822,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,16,14
36823,4,1,3,0,0,0.0,0.0,0.75,0.25,1,0,0.25,0.0,1,0,0,0,1,1,1,3,1,1,70,10
36824,5,2,3,2,2,0.4,0.4,0.6,0.4,3,2,0.6,0.4,1,0,0,3,0,0,0,0,5,2,21,3
36825,9,3,6,2,2,0.222,0.222,0.667,0.333,4,2,0.444,0.222,2,3,1,0,2,0,0,8,1,3,90,3
36826,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,3,3
36827,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,3,0,0,3,0,0,62,41
36828,3,2,1,0,0,0.0,0.0,0.333,0.667,0,0,0.0,0.0,0,0,0,0,0,1,0,1,2,2,51,48
36829,7,2,5,4,1,0.571,0.143,0.714,0.286,5,2,0.714,0.286,1,0,0,7,0,0,0,0,7,0,14,1
36830,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,12,12
36831,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
36832,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,1,0,0,0,0,1,1,0,20,8
36833,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,0,0,2,0,0,0,1,2,1,82,6
36834,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,11,11
36835,5,4,1,0,0,0.0,0.0,0.2,0.8,1,0,0.2,0.0,0,0,1,0,4,0,0,4,1,0,79,7
36836,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,15,15
36837,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,2,0,1,36,3
36838,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,0,0,2,0,0,0,0,2,0,22,14
36839,8,4,4,1,0,0.125,0.0,0.5,0.5,3,0,0.375,0.0,1,2,2,3,0,0,1,2,6,0,86,2
36840,2,1,1,1,0,0.5,0.0,0.5,0.5,1,1,0.5,0.5,0,1,0,1,0,0,0,1,1,0,21,6
36841,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,16,16
36842,16,8,8,6,7,0.375,0.438,0.5,0.5,10,7,0.625,0.438,2,2,0,8,0,0,0,4,12,6,45,4
36843,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
36844,4,3,1,1,1,0.25,0.25,0.25,0.75,1,3,0.25,0.75,1,2,0,2,0,0,0,2,2,0,42,4
36845,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,10,10
36846,3,3,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.333,0,0,0,0,3,0,0,3,0,0,77,21
36847,2,2,0,0,1,0.0,0.5,0.0,1.0,0,2,0.0,1.0,0,0,0,0,1,0,0,1,1,1,17,14
36848,3,2,1,1,2,0.333,0.667,0.333,0.667,2,2,0.667,0.667,0,0,0,0,2,0,0,2,1,1,50,1
36849,25,24,1,0,0,0.0,0.0,0.04,0.96,0,0,0.0,0.0,0,0,0,0,25,0,0,25,0,0,58,19
36850,4,2,2,0,0,0.0,0.0,0.5,0.5,2,0,0.5,0.0,0,1,1,0,2,0,0,3,1,0,20,8
36851,6,5,1,0,0,0.0,0.0,0.167,0.833,0,0,0.0,0.0,0,1,0,0,5,0,0,6,0,0,26,20
36852,6,2,4,0,1,0.0,0.167,0.667,0.333,4,2,0.667,0.333,1,0,0,2,3,0,1,3,3,0,25,6
36853,10,5,5,1,0,0.1,0.0,0.5,0.5,3,1,0.3,0.1,1,0,0,5,4,0,1,4,6,0,109,4
36854,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,2,0,0,0,0,2,0,23,5
36855,9,1,8,6,1,0.667,0.111,0.889,0.111,7,1,0.778,0.111,1,1,1,0,6,0,0,7,2,1,23,2
36856,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,0,0,1,1,8,8
36857,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,48,22
36858,5,4,1,1,1,0.2,0.2,0.2,0.8,2,2,0.4,0.4,0,0,0,0,0,0,0,5,0,5,50,1
36859,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,1,0,1,1,1,0,51,46
36860,18,9,9,3,0,0.167,0.0,0.5,0.5,6,0,0.333,0.0,9,1,0,0,10,0,0,17,1,7,77,4
36861,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,18,18
36862,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11,11
36863,3,2,1,1,0,0.333,0.0,0.333,0.667,1,0,0.333,0.0,1,0,0,0,2,0,0,2,1,1,54,3
36864,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,15,15
36865,4,4,0,0,3,0.0,0.75,0.0,1.0,0,3,0.0,0.75,0,0,0,4,0,0,0,0,4,0,41,14
36866,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,51,51
36867,10,7,3,2,2,0.2,0.2,0.3,0.7,2,2,0.2,0.2,1,3,0,5,0,0,0,3,7,2,151,4
36868,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,20,20
36869,5,5,0,0,2,0.0,0.4,0.0,1.0,0,2,0.0,0.4,0,0,0,2,3,0,0,3,2,0,64,14
36870,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,1,1
36871,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,78,2
